run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw
24	14	15	50	-4	0	420	101290	286.43	-885.1	-304.4	-52.6	36.6	-1162.8	165	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	7.98	7.86	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15264684310623	-2.80688370351389	-29.5733291430201	-1.48929807791228	-6.71625037078629	-1.09782680890442	-0.0381357947656391	-0.0131298145140111	-0.138335737146343	-0.00498823580357658	-0.190427957532973	-0.00367704697637152	-0.135338539677104	-0.0476927111024114	0.0131298145140111	-0.138335737146343	-0.0381357947656391	0.0131298145140111	-0.00892424507320707	-0.179679270579438	-0.179679270579438	-0.00304556600760951
25	14	16	12	-4	0	420	101290	286.43	-885.8	-302.3	-51.9	36.4	-1163	164	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15909520269594	-2.78571525850967	-29.5476058938864	-1.48157399451652	-6.71207708869735	-1.09128564499952	-0.0381659583827588	-0.0130307944669363	-0.138215411003368	-0.00496236485811848	-0.190309631154335	-0.00365513808622293	-0.135216402535	-0.0477144077150427	0.0130307944669363	-0.138215411003368	-0.0381659583827588	0.0130307944669363	-0.00886906775211199	-0.179552442495779	-0.179552442495779	-0.00302755946176642
26	14	16	34	-4	0	420	101290	286.43	-884.7	-304.7	-53.1	36.3	-1162.1	165.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.14896656307965	-2.80550532805733	-29.6052083345473	-1.48465863686086	-6.71105828508854	-1.10107520126195	-0.0381185794481508	-0.0131233668603186	-0.138484859060829	-0.00497269651946382	-0.190280744695427	-0.00368792709990232	-0.135488499217944	-0.0476859399394839	0.0131233668603186	-0.138484859060829	-0.0381185794481508	0.0131233668603186	-0.00890768973755687	-0.179536909930226	-0.179536909930226	-0.00305757446954282
27	14	17	22	4.995	0	420	101290	286.43	1510.4	-117.8	1455.8	1521.6	-14.1	58	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.28	0.27	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	13.8992998905272	-1.10453917841426	182.16699028537	-0.135437210825326	-15.6050120769356	-0.383788295681904	0.0650170255393102	-0.00516672440610279	0.852126074916564	-0.000453631649832312	-0.44245381173012	-0.00128545557528536	0.854550910698367	-0.00942349124693195	0.00516672440610279	0.852126074916564	0.0650170255393102	0.00516672440610279	-0.00179071199290729	-0.460779053369025	-0.460779053369025	-0.00143648895948434
28	14	18	5	2.005	0	420	101290	286.43	431.6	-181.4	1065.1	1133.9	-690.5	90.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.26	0.26	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	3.97673914291615	-1.73446367686702	117.85247495226	-0.720147591677829	-13.2815470041133	-0.597524808367844	0.0186020700650086	-0.00811333448907917	0.551280815162798	-0.00241205306979412	-0.376575876306318	-0.00200134189846263	0.55159413395946	-0.000696820475843556	0.00811333448907917	0.551280815162798	0.0186020700650086	0.00811333448907917	-0.00462592338719527	-0.381818924970841	-0.381818924970841	-0.00216196247167523
29	14	18	43	6.995	0	420	101290	286.43	64.9	-69.2	2172.1	2165.3	-1519.9	28.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.7	0.69	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.600409954973968	-0.690604557942096	228.578059627886	-0.8214147921198	-21.7913388331947	-0.185619758951046	0.00280854932867543	-0.00323045437791344	1.06922403700929	-0.0027512361268761	-0.617856678477045	-0.000621712430293891	1.06160760324252	-0.127425374260565	0.00323045437791344	1.06922403700929	0.00280854932867544	0.00323045437791344	-0.00355878025251655	-0.618648276441976	-0.618648276441976	-0.00105048285350984
30	14	19	4	6.995	0	420	101290	286.43	64.3	-68.6	2172	2164.9	-1519.6	28.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.594888161581338	-0.68226764609569	228.554731926435	-0.817519686252932	-21.7816556430377	-0.184953513791825	0.00278271992828411	-0.00319145664315658	1.06911491656632	-0.00273818990944522	-0.617582127943308	-0.000619480917337231	1.06149614943188	-0.127437722422013	0.00319145664315658	1.06911491656632	0.00278271992828408	0.00319145664315658	-0.00353519308641549	-0.618366445815069	-0.618366445815069	-0.00104539544077962
31	14	19	24	6.995	0	420	101290	286.43	62.4	-67	2172.5	2164.3	-1520.7	27.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.577412510806783	-0.674003455404189	228.521479159144	-0.82656633519803	-21.7775250392579	-0.175835164617444	0.00270097373662882	-0.00315279907756098	1.06895936944976	-0.00276849063892282	-0.617465011636182	-0.000588940036035003	1.06133180481212	-0.127499917206998	0.00315279907756098	1.06895936944976	0.00270097373662884	0.00315279907756098	-0.00355817298261414	-0.618226289101177	-0.618226289101177	-0.00101788043630935
32	14	19	42	6.995	0	420	101290	286.43	63.1	-67.9	2171.9	2164.4	-1520.9	27.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.28	0.27	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.5838591273636	-0.68342575370122	228.485896705875	-0.825165447297513	-21.7868809748832	-0.17845351424612	0.00273112920032972	-0.00319687394563649	1.06879292471577	-0.0027637985230289	-0.617730283419333	-0.000597709902563232	1.06117027137701	-0.127449716103366	0.00319687394563649	1.06879292471577	0.00273112920032972	0.00319687394563649	-0.00356477794094227	-0.618500060291283	-0.618500060291283	-0.00102738939665426
33	14	20	1	6.995	0	420	101290	286.43	63.5	-68	2171.6	2163.9	-1520.1	27.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.26	0.26	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.587539717520798	-0.681322769912416	228.456460339241	-0.826221647377322	-21.7804026162977	-0.180400734098485	0.00274834596852201	-0.00318703677744944	1.06865522965081	-0.00276733614597489	-0.61754660048235	-0.00060423189566123	1.06103569791129	-0.127415858602819	0.00318703677744944	1.06865522965081	0.00274834596852197	0.00318703677744944	-0.00356474296875945	-0.61832122995152	-0.61832122995152	-0.00103385858613436
34	14	20	45	-3.995	0	420	101290	286.43	1338.2	-24.6	-387.2	-393.5	680.5	-5.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.7	0.69	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3013161065163	-0.436407762080044	-31.1672221507133	-0.598352785048413	-4.34575125394945	0.00979837025983708	0.0575421057005602	-0.00204139307995284	-0.145791521481117	-0.00200411511289418	-0.123216451077459	3.28185351688194e-05	-0.149446192706176	0.047245075403282	0.00204139307995284	-0.145791521481117	0.0575421057005602	0.00204139307995284	-0.00257093355358069	-0.139434864371938	-0.139434864371938	0.000211854239010984
35	14	21	13	-3.995	0	420	101290	286.43	1339.3	-25.9	-386.2	-392.3	680.9	-4.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.47	0.46	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3114232519622	-0.444825071323136	-31.0223170684566	-0.603939467308831	-4.3512073682567	0.00328047174236222	0.0575893840914689	-0.00208076689117648	-0.145113696158398	-0.00202282707451417	-0.123371150001149	1.09875698092698e-05	-0.148773308266311	0.0473394626108486	0.00208076689117648	-0.145113696158398	0.0575893840914689	0.00208076689117648	-0.00260219165814698	-0.139602888850443	-0.139602888850443	0.000192254053977622
36	14	21	35	-3.995	0	420	101290	286.43	1339.8	-26.4	-385.8	-392.8	680.9	-4.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.3	0.29	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3160253191118	-0.4478767188685	-31.0285005285093	-0.621678471225317	-4.35605626784585	0.000674069077911283	0.0576109112705183	-0.00209504164227593	-0.1451426206498	-0.00208224186579628	-0.123508632375103	2.25771828916505e-06	-0.14880366226114	0.0473589223292066	0.00209504164227593	-0.1451426206498	0.0576109112705183	0.00209504164227593	-0.00266608388782028	-0.139746438723711	-0.139746438723711	0.00018799674938594
37	14	21	55	-3.995	0	420	101290	286.43	1337.9	-26.5	-385	-391.9	680.1	-4.3	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.48	0.47	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.2985386377996	-0.45194139933319	-30.9438108834809	-0.624280002154733	-4.3480468470484	0.00196903899665384	0.0575291134811021	-0.00211405507717289	-0.144746466249427	-0.00209095539998979	-0.123281538750048	6.59507385889859e-06	-0.148402771658418	0.0473049231446122	0.00211405507717289	-0.144746466249427	0.0575291134811021	0.00211405507717289	-0.00267982003967469	-0.139496290148907	-0.139496290148907	0.000193280555489381
38	14	22	16	-3.995	0	420	101290	286.43	1339.1	-27.6	-385.7	-392	681	-3.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.71	0.72	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3095833713896	-0.462086650058184	-30.9707451360456	-0.625288630430627	-4.34799577822059	-0.00195340978724954	0.0575807776463158	-0.00216151171388732	-0.144872457126714	-0.00209433368654836	-0.123280090779523	-6.54272558618651e-06	-0.148532055807142	0.0473476840615257	0.00216151171388732	-0.144872457126714	0.0575807776463158	0.00216151171388732	-0.00269744871284643	-0.139509403876704	-0.139509403876704	0.00018140285856636
39	14	22	57	3.995	0	420	101290	286.43	1169	-98.2	1338.1	1380.8	-222.8	50.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.78	0.74	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	10.7602887152661	-0.900542507992106	161.23313725072	-0.289347625212894	-14.744524655956	-0.330780552274794	0.0503336118884381	-0.00421248521166604	0.754203383262318	-0.0009691372097855	-0.418056141450779	-0.00110791212213002	0.755877483526499	-0.00233360401745537	0.00421248521166604	0.754203383262318	0.0503336118884381	0.00421248521166604	-0.00207401121884034	-0.432242819367271	-0.432242819367271	-0.00124971520182611
