run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw	delta_e
40	13	40	23	2.495	0	105	101290	286.43	131.7	-41.6	124.6	149.6	242.2	20.9	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.22969155937154	-0.418898850564209	22.4234238073338	-0.151281107939281	1.58572875628169	-0.129295931694012	0.0231160562217128	-0.0078745676564633	0.421521251783277	-0.0020362608948905	0.180682508728146	-0.0017403379256227	0.422127952744622	0.0047443937252513	0.0078745676564633	0.421521251783277	0.0231160562217128	0.0078745676564633	-0.0041759360879859	0.174167179666448	0.174167179666448	-0.001920475828355	-10
41	13	40	55	0.507	0	105	101290	286.43	117.2	-40.9	21.9	42.9	265.8	20.0	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.09187755231368	-0.426921886126895	10.2942715932892	-0.200604333645212	2.27771673593828	-0.126853848116822	0.0205253932940781	-0.0080253867295247	0.193514348454721	-0.0027001571148677	0.259529615258051	-0.0017074672033096	0.193688395388525	0.0188122385576599	0.0080253867295247	0.193514348454721	0.0205253932940781	0.0080253867295247	-0.0049468330444948	0.253744472232396	0.253744472232396	-0.0017511734155365	-10
42	13	41	30	4.993	0	105	101290	286.43	179.4	-44.9	239.4	267.8	257.6	22.0	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.67131401324926	-0.421600631287403	37.284215051464	-0.0357791156566475	0.762420287969695	-0.139060855068103	0.0314177879810375	-0.007925356421028	0.700878203760744	-0.0004815909604168	0.0868723669101004	-0.001871774903307	0.700953025218685	-0.0297016892664693	0.007925356421028	0.700878203760744	0.0314177879810375	0.007925356421028	-0.0025421641392578	0.0780171701099281	0.0780171701099281	-0.0020859269516092	-10
43	13	41	53	4.993	0	105	101290	286.43	179.8	-44.8	238.7	267.8	258.3	22.0	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.67499464067924	-0.419998635957818	37.2585006498065	-0.0228259612591344	0.767622198966329	-0.139059159480187	0.0314869773561731	-0.0078952417033792	0.700394817866214	-0.0003072400310481	0.0874650876546345	-0.001871752080501	0.700477495440308	-0.0295906914172172	0.0078952417033792	0.700394817866214	0.0314869773561731	0.0078952417033792	-0.0023600210851991	0.0785903896237048	0.0785903896237048	-0.0020700515706565	-10
44	13	42	22	3.507	0	105	101290	286.43	148.7	-45.8	173.8	199.3	245.2	22.8	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.38733970444689	-0.42982510745722	28.8196979608399	-0.083024226221003	1.28413816437485	-0.144268326420366	0.026079566345075	-0.0080799622261071	0.541760048101843	-0.0011175155145626	0.146318406709645	-0.0019418680591565	0.542340811362016	-0.0071089965008541	0.0080799622261071	0.541760048101843	0.026079566345075	0.0080799622261071	-0.0032697343666999	0.138967803523062	0.138967803523062	-0.0021382428205041	-10
1	14	36	33	3.495	0	420	101290	286.43	-754.5	-195.8	910.7	966.6	-107.2	109.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-6.93028100551407	-1.75988630411129	112.494020683682	-0.953292835791408	5.46211117385922	-0.708182254201043	-0.0324179103033235	-0.0082322544071927	0.526215469370177	-0.0031929467480772	0.154868954734079	-0.0023719765225341	0.523260530502474	-0.0644364674014633	0.0082322544071927	0.526215469370177	-0.0324179103033235	0.0082322544071927	-0.0053583790561207	0.16400603897946	0.16400603897946	-0.0026942194156482	-10
2	14	37	0	5.0	0	420	101290	286.43	-626.7	-162.3	1211.6	1244.8	-152.7	97.3	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.75541913676772	-1.37190714473471	146.849710439478	-0.911094432552313	3.25507027316177	-0.628843387272041	-0.026922236080372	-0.0064173967443906	0.68692174780623	-0.0030516079596823	0.0922920304520937	-0.0021062399433362	0.681961375686469	-0.0866889639836124	0.0064173967443906	0.68692174780623	-0.026922236080372	0.0064173967443906	-0.0046583041979372	0.0998801426048743	0.0998801426048743	-0.0025042230267764	-10
3	14	37	40	-0.995	0	420	101290	286.43	-823.7	-287.6	-96.9	1.5	314.4	161.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-7.57928398534637	-2.61738216167599	1.86332165938917	-1.15352709080759	12.0355402349649	-1.05643873683355	-0.0354537641698627	-0.0122433794645874	0.0087160959811379	-0.0038636087832921	0.341247454788076	-0.0035384223007563	0.0093304417653253	-0.0352970619092939	0.0122433794645874	0.0087160959811379	-0.0354537641698627	0.0122433794645874	-0.0073747839600928	0.351240203457095	0.351240203457095	-0.0034098245042018	-10
4	14	38	14	3.995	0	420	101290	286.43	-724.5	-189.8	1009.9	1060.7	-130.2	107.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-6.65714658976502	-1.69781722272202	123.730227154944	-0.976579162200753	4.75524453686155	-0.691806100566577	-0.0311402641323445	-0.0079419126574879	0.578775291005863	-0.0032709416698807	0.134826942822616	-0.0023171264444364	0.575199420396719	-0.0713875360580012	0.0079419126574879	0.578775291005863	-0.0311402641323445	0.0079419126574879	-0.0053345733836568	0.143603918702257	0.143603918702257	-0.002683152768766	-10
5	14	38	47	7.0	0	420	101290	286.43	-341.5	-139.5	1569.7	1586.0	-173.4	88.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-3.13396830108963	-1.11425471905468	189.162940841627	-0.923758962495056	-0.441214991233014	-0.566167905630453	-0.01465982450024	-0.0052121709795936	0.884851168955143	-0.0030940263731838	-0.0125099073106167	-0.0018963154922356	0.876469039335473	-0.122386783363291	0.0052121709795936	0.884851168955143	-0.01465982450024	0.0052121709795936	-0.0042979769136236	-0.0083779922603285	-0.0083779922603285	-0.00240597226855	-10
6	14	39	4	7.0	0	420	101290	286.43	-342.3	-138.4	1569.9	1586.5	-171.9	87.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-3.14133814135511	-1.10902431152749	189.242849307001	-0.913442720594883	-0.414047357684808	-0.559659949039955	-0.0146942985454462	-0.0051877046005346	0.885224958338419	-0.0030594732854118	-0.0117396148584335	-0.0018745178262382	0.876835841220114	-0.122466553910903	0.0051877046005346	0.885224958338419	-0.0146942985454462	0.0051877046005346	-0.0042594933261631	-0.0075979831961743	-0.0075979831961743	-0.0023796471095139	-10
7	14	39	44	3.005	0	420	101290	286.43	-777.2	-218.4	809.9	874.6	-78.0	121.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-7.14679715454388	-1.99423947861296	101.33795285718	-1.0399739803823	6.12884463270824	-0.78923919083797	-0.0334307121064372	-0.0093284928114146	0.474030513832359	-0.003483275457525	0.173773058032517	-0.0026434675822872	0.471626163044528	-0.0582348940757242	0.0093284928114146	0.47403051383236	-0.0334307121064372	0.0093284928114146	-0.0059655551108486	0.183195603472415	0.183195603472415	-0.0029525656281049	-10
8	14	40	33	-4.0	0	420	101290	286.43	-591.9	-347.5	-856.9	-721.4	872.1	186.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.45060524355448	-3.26430332327261	-75.4200122277612	-1.27012646037813	16.7701746819812	-1.23127907482688	-0.025496402201265	-0.0152694951694592	-0.352793658659699	-0.0042541452102118	0.475490033256011	-0.0041240302773075	-0.350155731927829	-0.0500439358343366	0.0152694951694592	-0.352793658659699	-0.025496402201265	0.0152694951694592	-0.0088247289492732	0.48267626989765	0.48267626989765	-0.003498402373576	-10
9	14	40	52	-4.0	0	420	101290	286.43	-590.8	-347.8	-857.0	-720.8	873.3	186.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.44049422841955	-3.26292264261098	-75.3597600514509	-1.2573980643155	16.7750905375768	-1.23452912374477	-0.0254491057090364	-0.0152630367326642	-0.352511815882234	-0.0042115128843508	0.475629414054658	-0.0041349159493002	-0.349877874941723	-0.0499770941956797	0.0152630367326642	-0.352511815882234	-0.0254491057090364	0.0152630367326642	-0.0087811439243578	0.482802320039571	0.482802320039571	-0.003512301866265	-10
1	14	0	8	7.0	0	420	101290	286.43	1442.5	-155.8	1849.1	1925.0	-306.4	77.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	98.43	98.43	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.9987195264536	1.9987195264536	13.2747399213173	-1.46092587405618	223.861184144109	-0.335150955395857	-19.4133622311448	-0.509370623752683	0.0620955092191517	-0.0068338013865925	1.04715981678166	-0.0011225502940634	-0.550433160533274	-0.0017060794077268	1.04692198523701	-0.0659840206017581	0.0068338013865925	1.04715981678166	0.0620955092191517	0.0068338013865925	-0.0028180343427176	-0.567934964125379	-0.567934964125379	-0.0020367945455739	10
2	14	0	53	1.507	0	420	101290	286.43	400.3	-95.8	1000.4	1016.6	-686.8	45.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	3.6877839747272	-0.925059835613591	106.837201882518	-0.712960279523638	-12.8550205999754	-0.303445197757347	0.0172504188525141	-0.0043271703921194	0.499754457998148	-0.0023879799790201	-0.364482439121909	-0.001016355437723	0.500035272758345	0.0041013701487263	0.0043271703921194	0.499754457998148	0.0172504188525141	0.0043271703921194	-0.0035796287853047	-0.369344520880071	-0.369344520880071	-0.0011101448413603	10
3	14	1	39	-0.002	0	420	101290	286.43	-870.8	-167.6	901.8	921.1	-1620.5	89.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.28	0.27	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.00479211014517	-1.52996076947796	71.9465001350256	-1.2669138813634	-12.5357634694238	-0.596328699718011	-0.0374441718044287	-0.0071567272601324	0.336545543558707	-0.0042433850394301	-0.355430441363871	-0.0019973356675538	0.336546850401838	-0.0374324241259828	0.0071567272601324	0.336545543558707	-0.0374441718044287	0.0071567272601324	-0.0062605995774328	-0.344876690394903	-0.344876690394903	-0.0019971171301855	10
4	14	2	25	1.495	0	420	101290	286.43	1447.9	-70.1	778.5	812.0	225.7	35.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.26	0.26	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	13.3258416127889	-0.633996483855698	103.10835762711	-0.157867890599475	-11.174994012601	-0.240248823943497	0.062334548595644	-0.0029656576883251	0.482311970671776	-0.0005287606798145	-0.316848117294602	-0.0008046863170884	0.483774084747077	0.0497299500205141	0.0029656576883251	0.482311970671776	0.062334548595644	0.0029656576883251	-0.001343181552345	-0.334417294844514	-0.334417294844514	-0.000839455625717	10
5	14	3	3	3.0	0	420	101290	286.43	-603.0	-48.0	1536.7	1507.6	-1703.5	16.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.7	0.69	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-5.55147734473966	-0.547438631514398	144.827045968018	-0.981068416306108	-16.5768765687815	-0.101978441022269	-0.0259682535916671	-0.0025607643382552	0.677460290852704	-0.0032859779197704	-0.470009391103106	-0.0003415652771225	0.675172781685255	-0.0613881971410344	0.0025607643382552	0.677460290852704	-0.0259682535916671	0.0025607643382552	-0.0039843683400487	-0.462690161746482	-0.462690161746482	-0.0005496229008817	10
6	14	3	40	4.5	0	420	101290	286.43	13.1	0.3	1727.5	1685.3	-1305.1	-5.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	115.79	115.79	0.47	0.46	0	0	0	0	0	101290	1.4456734455218e-05	1.69905832100205	1.69905832100205	0.126388017799647	-0.0030927472164859	177.173780385919	-0.676538655916921	-17.6976608792662	0.028539013597641	0.0005912076900177	-1.44670038307425e-05	0.828769239816045	-0.0022659898619349	-0.501787340896186	9.5588204629978e-05	0.826260806458189	-0.0644350999290054	1.44670038307425e-05	0.828769239816045	0.0005912076900177	1.44670038307425e-05	-0.0022705693337149	-0.501953974538505	-0.501953974538505	-8.28532786145968e-05	10
7	14	4	21	-0.995	0	420	101290	286.43	962.8	-124.1	328.8	380.2	34.1	52.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.3	0.29	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	8.85198608759231	-1.31267388660428	44.3637183565725	-0.538409783345625	-8.84835611409139	-0.357849232514171	0.0414071075567518	-0.0061403201803208	0.207521028550067	-0.0018033427949127	-0.250880221746939	-0.0011985756111442	0.206770696592493	0.0450044984123764	0.0061403201803208	0.207521028550067	0.0414071075567518	0.0061403201803208	-0.0035542908352123	-0.262550937920918	-0.262550937920918	-0.0011366740782835	10
8	14	4	57	-4.0	0	420	101290	286.43	560.8	-120.9	-263.6	-243.2	27.1	55.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	98.43	98.43	0.48	0.47	0	0	0	0	0	101290	1.4456734455218e-05	1.9987195264536	1.9987195264536	5.14935223126477	-1.22382685554223	-30.4286490902309	-0.973940616796342	-5.28956841571271	-0.386461041843666	0.0240872251241387	-0.0057247186944079	-0.142336683905538	-0.0032621041598813	-0.14997679568595	-0.001294407636861	-0.143670198784302	0.0140996447006735	0.0057247186944079	-0.142336683905538	0.0240872251241387	0.0057247186944079	-0.004954049631748	-0.156765851585526	-0.156765851585526	-0.0009456774918501	10
9	14	5	56	6.995	0	420	101290	286.43	1171.8	-146.7	1907.0	1970.6	-546.0	74.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.71	0.72	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	10.7842640702183	-1.35760335734299	224.318711597617	-0.417505140463288	-19.8954110077937	-0.487099546713235	0.0504457618727913	-0.0063504876397968	1.04930000185313	-0.0013983863410041	-0.564100840994949	-0.0016314849490888	1.04763325665207	-0.0777163324950356	0.0063504876397968	1.04930000185313	0.0504457618727913	0.0063504876397968	-0.0029658723110004	-0.578319128717427	-0.578319128717427	-0.001980533470347	10
10	14	6	31	4.005	0	420	101290	286.43	1721.2	-79.8	1243.7	1287.6	239.7	43.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.78	0.74	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	15.840435328452	-0.689937624871104	161.096638496015	-0.0634841834476939	-14.0995980628282	-0.286719831926474	0.0740971125463421	-0.0032273346521106	0.753564880381553	-0.0002126331065158	-0.399770335069552	-0.0009603357127916	0.756899847800974	0.0212845350203259	0.0032273346521106	0.753564880381553	0.0740971125463421	0.0032273346521106	-0.0010524531024497	-0.420654826183898	-0.420654826183898	-0.001031497570726	10
11	14	7	23	-1.0	0	420	101290	286.43	-909.6	-262.6	653.7	733.1	-1546.8	133.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.54	0.5	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.37396026915223	-2.53109242537069	47.0757257609248	-1.31615100685147	-11.2080684912761	-0.882304415391811	-0.039171036884793	-0.0118397402861159	0.220207038353463	-0.0044082992334839	-0.317785888383062	-0.0029551790469512	0.220857128611209	-0.0353219282124511	0.0118397402861159	0.220207038353463	-0.039171036884793	0.0118397402861159	-0.007795760506329	-0.306745415365324	-0.306745415365324	-0.0028186741780244	10
12	14	8	7	6.995	0	420	101290	286.43	2215.1	-213.2	1664.1	1787.7	377.7	121.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.36	0.33	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	20.3828380696984	-1.83347275103239	220.910767774223	0.0210860254689268	-18.0343517987726	-0.796578034600929	0.0953451982314874	-0.0085764711617414	1.03335859672141	7.06252621682517e-05	-0.511333644351516	-0.0026680482110801	1.0372784826568	-0.0312097045974019	0.0085764711617414	1.03335859672141	0.0953451982314874	0.0085764711617414	-0.0020042895675442	-0.538206971487114	-0.538206971487114	-0.0028922771983266	10
13	14	8	29	6.995	0	420	101290	286.43	2214.6	-211.8	1664.5	1787.2	376.5	120.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	2.83	2.51	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	20.3782411065109	-1.82223790844083	220.875051979465	0.0183831699006	-18.0450441619338	-0.790702893971995	0.0953236949273414	-0.0085239177199523	1.03319152825335	6.15723525339872e-05	-0.511636808284602	-0.0026483700907153	1.03711003898458	-0.0312107017941598	0.0085239177199523	1.03319152825335	0.0953236949273414	0.0085239177199523	-0.0020009694574913	-0.538504074650097	-0.538504074650097	-0.0028723412144264	10
14	14	8	50	6.995	0	420	101290	286.43	2215.3	-212.7	1662.7	1786.1	377.0	121.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	4.73	4.5	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	20.3847002121964	-1.83288565699547	220.709365550279	0.018439825176817	-18.0453411937556	-0.792676340968257	0.0953539088116821	-0.0085737249005417	1.03241649361975	6.17621129865644e-05	-0.511645230121196	-0.0026549799286713	1.0363444526312	-0.0310863269671575	0.0085737249005417	1.03241649361975	0.0953539088116821	0.0085737249005417	-0.002013909956942	-0.538521012359677	-0.538521012359677	-0.0028804777832352	10
15	14	9	12	6.995	0	420	101290	286.43	2214.4	-209.9	1664.1	1785.0	377.5	120.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	7.77	7.62	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	20.3764060903615	-1.79932802158364	220.739955352138	0.0133108451086089	-18.0301766154363	-0.786757125295455	0.0953151112365948	-0.0084167516964383	1.0325595841311	4.45831731950547e-05	-0.511215264066212	-0.0026351541839221	1.03648175321432	-0.031142261716146	0.0084167516964383	1.0325595841311	0.0953151112365948	0.0084167516964383	-0.0019894614128509	-0.538080111092991	-0.538080111092991	-0.0028578221954376	10
16	14	9	33	6.995	0	420	101290	286.43	2214.7	-210.0	1664.8	1785.2	377.2	120.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	7.43	7.73	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	20.3791565586293	-1.79107455274013	220.787787066971	0.0139253338581718	-18.0369678168521	-0.791939795371551	0.0953279771555275	-0.0083781442846397	1.03278332747424	4.66413338997011e-05	-0.511407817134281	-0.0026525129523346	1.0367053980339	-0.0311567396355052	0.0083781442846397	1.03278332747424	0.0953279771555275	0.0083781442846397	-0.0019745039539269	-0.538276290458502	-0.538276290458502	-0.0028732301986335	10
17	14	10	22	-3.995	0	420	101290	286.43	-42.5	-190.5	-175.1	-130.8	-469.6	97.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	109.36	109.36	4.57	4.49	0	0	0	0	0	101290	1.4456734455218e-05	1.79895723288979	1.79895723288979	-0.400882605081458	-1.81502794959705	-30.3158727113104	-1.19374356344827	-5.88772622689906	-0.661150825463281	-0.0018752163618406	-0.0084901915551832	-0.14180914764355	-0.0039983093188632	-0.166936552094387	-0.0022144500607717	-0.141333925162103	-0.011750420846369	0.0084901915551832	-0.14180914764355	-0.0018752163618406	0.0084901915551832	-0.0065300444693357	-0.166408016796579	-0.166408016796579	-0.0017541248354616	10
18	14	11	17	-0.505	0	420	101290	286.43	264.8	-173.4	554.3	611.6	-597.4	88.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	2.14	2.09	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	2.43300244497927	-1.64842907535441	56.8296845403585	-0.778878631821631	-10.2742181481868	-0.589528333877701	0.011380902876283	-0.0077108887595916	0.265833321120701	-0.002608766059337	-0.291308136116784	-0.0019745586097807	0.265722686563238	0.0137234621708995	0.0077108887595916	0.265833321120701	0.011380902876283	0.0077108887595916	-0.0047993205586832	-0.294515877374506	-0.294515877374506	-0.0019321816685836	10
19	14	12	4	-3.995	0	420	101290	286.43	1000.4	-72.2	-333.6	-326.6	397.4	25.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	7.64	7.76	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	9.19359826775637	-0.818685190349725	-30.7349823864925	-0.776281440356422	-4.74528782772682	-0.189734821220439	0.0430050734987201	-0.0038295796442164	-0.143769625125848	-0.002600067059689	-0.134544637119344	-0.0006354953668668	-0.146416422692292	0.0328842305892832	0.0038295796442164	-0.143769625125848	0.0430050734987201	0.0038295796442164	-0.0037147794832476	-0.146665744737324	-0.146665744737324	-0.0003751446676812	10
20	14	12	40	-0.505	0	420	101290	286.43	1321.4	-120.4	354.6	417.6	305.9	52.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	4.38	4.37	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.153748174306	-1.24356488978965	54.8874349601819	-0.290441931509963	-8.79814729830661	-0.356527687566401	0.0568518243128019	-0.0058170476812538	0.256748022468779	-0.0009728024652048	-0.249456635413464	-0.0011941492455144	0.25623696926109	0.0591125414206971	0.0058170476812538	0.256748022468779	0.0568518243128019	0.0058170476812538	-0.0026227781421153	-0.265480490849834	-0.265480490849834	-0.0011709862237086	10
21	14	13	20	-0.995	0	420	101290	286.43	767.6	-155.4	356.4	417.2	-124.3	73.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	2.19	2.12	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	7.05617898239799	-1.5539034799887	44.4324401312455	-0.635117389584768	-9.01141874594084	-0.494379693133641	0.033006825719415	-0.0072687245429465	0.207842489732588	-0.0021272540058884	-0.255503587794772	-0.0016558689777585	0.207237981484307	0.0366110654396029	0.0072687245429465	0.207842489732588	0.033006825719415	0.0072687245429465	-0.0042040903369698	-0.264806659598261	-0.264806659598261	-0.0015826146237276	10
22	14	15	12	-4.0	0	420	101290	286.43	-884.3	-304.8	-53.2	37.0	-1162.0	164.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	2.18	2.11	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.14528336643401	-2.81694942486173	-29.5658659682708	-1.48374381982093	-6.7136145178895	-1.09589862735209	-0.0381013504875369	-0.0131768991346106	-0.138300826508606	-0.0049696324430509	-0.1903532223674	-0.0036705887499104	-0.135306116791306	-0.0476559154858548	0.0131768991346106	-0.138300826508606	-0.0381013504875368	0.0131768991346106	-0.0089184751391627	-0.179614243635889	-0.179614243635889	-0.0030395260033162	10
23	14	15	32	-4.0	0	420	101290	286.43	-884.7	-305.1	-53.0	36.8	-1161.8	165.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	4.43	4.34	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.1489687442232	-2.81188286512765	-29.5609682880032	-1.48489378347092	-6.70716687564013	-1.10108795143683	-0.0381185896509285	-0.0131531991895614	-0.138277916534323	-0.0049734841164914	-0.190170410340351	-0.0036879698051738	-0.135282060081321	-0.0476715145364913	0.0131531991895614	-0.138277916534323	-0.0381185896509285	0.0131531991895614	-0.0089168662432849	-0.179426572699467	-0.179426572699467	-0.0030569769501056	10
24	14	15	50	-4.0	0	420	101290	286.43	-885.1	-304.4	-52.6	36.6	-1162.8	165.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	7.98	7.86	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15264684310623	-2.80688370351389	-29.5733291430201	-1.48929807791228	-6.71625037078629	-1.09782680890442	-0.0381357947656391	-0.0131298145140111	-0.138335737146343	-0.0049882358035765	-0.190427957532973	-0.0036770469763715	-0.135338539677104	-0.0476927111024114	0.0131298145140111	-0.138335737146343	-0.0381357947656391	0.0131298145140111	-0.008924245073207	-0.179679270579438	-0.179679270579438	-0.0030455660076095	10
25	14	16	12	-4.0	0	420	101290	286.43	-885.8	-302.3	-51.9	36.4	-1163.0	164.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15909520269594	-2.78571525850967	-29.5476058938864	-1.48157399451652	-6.71207708869735	-1.09128564499952	-0.0381659583827588	-0.0130307944669363	-0.138215411003368	-0.0049623648581184	-0.190309631154335	-0.0036551380862229	-0.135216402535	-0.0477144077150427	0.0130307944669363	-0.138215411003368	-0.0381659583827588	0.0130307944669363	-0.0088690677521119	-0.179552442495779	-0.179552442495779	-0.0030275594617664	10
26	14	16	34	-4.0	0	420	101290	286.43	-884.7	-304.7	-53.1	36.3	-1162.1	165.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.14896656307965	-2.80550532805733	-29.6052083345473	-1.48465863686086	-6.71105828508854	-1.10107520126195	-0.0381185794481508	-0.0131233668603186	-0.138484859060829	-0.0049726965194638	-0.190280744695427	-0.0036879270999023	-0.135488499217944	-0.0476859399394839	0.0131233668603186	-0.138484859060829	-0.0381185794481508	0.0131233668603186	-0.0089076897375568	-0.179536909930226	-0.179536909930226	-0.0030575744695428	10
