run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw	delta_e
24	13	29	11	6.995	0	420	101290	286.43	1869.6	-191.3	1171.8	1291.0	1503.0	111.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	17.2084274062843	-1.65353630846273	187.879608511584	0.117715285040324	-0.132700134919681	-0.718812094560206	0.0804961957061075	-0.0077347789632748	0.878848100344853	0.0003942740598238	-0.0037624886301173	-0.0024075799729463	0.882109689418397	-0.0271314731832108	0.0077347789632748	0.878848100344853	0.0804961957061075	0.0077347789632748	-0.0014793026259293	-0.0264505803275019	-0.0264505803275019	-0.0025698133404563	-10
25	13	29	30	6.995	0	420	101290	286.43	1869.8	-195.4	1169.3	1292.4	1504.4	110.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	17.2102967285894	-1.72259323792146	187.846769567648	0.10811495687127	-0.116511824421558	-0.717005435297523	0.0805049398714256	-0.0080578079058581	0.87869448897785	0.0003621188442836	-0.0033034963749334	-0.0024015287716773	0.881958286302435	-0.0271040868914489	0.0080578079058581	0.87869448897785	0.0805049398714256	0.0080578079058581	-0.0016023244212331	-0.0259940526412683	-0.0259940526412683	-0.0025787891092979	-10
26	13	30	1	4.005	0	420	101290	286.43	1526.3	-108.9	696.9	760.1	1520.4	67.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	14.0498312790794	-0.88746579063621	126.674974991371	0.0234458921689253	4.35221625357903	-0.437583982802229	0.0657211691444596	-0.0041513159964541	0.59254999525685	7.85293693038108e-05	0.123399755243764	-0.0014656381569669	0.595693162185394	0.0241748935504005	0.0041513159964541	0.59254999525685	0.0657211691444596	0.0041513159964541	-0.000986500463681	0.10487604863963	0.10487604863963	-0.0015309596807153	-10
27	13	30	42	-0.498	0	420	101290	286.43	308.6	-196.0	-102.6	-18.5	1031.7	98.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	2.83877725772543	-1.93880805887817	17.7075887861197	-0.760831380824536	10.3702106578723	-0.647693243596585	0.0132790036131055	-0.0090692001807813	0.0828311326048439	-0.0025483188292525	0.294029841912237	-0.0021693754093688	0.082712587640824	0.0139984396029383	0.0090692001807813	0.0828311326048439	0.0132790036131055	0.0090692001807813	-0.0051231624173802	0.290287115327692	0.290287115327692	-0.0021247648323233	-10
28	13	31	18	4.493	0	420	101290	286.43	155.4	-165.7	1008.2	1064.4	438.5	102.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	109.36	109.36	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79895723288979	1.79895723288979	1.43939300143704	-1.38012693211077	137.657337871014	-0.633043266396443	3.47237099252093	-0.66240326716154	0.0067330766493726	-0.0064558466037336	0.643922407784935	-0.0021203069643911	0.0984532260409304	-0.0022186449728674	0.64247102852	-0.0437307566955783	0.0064558466037336	0.643922407784935	0.0067330766493726	0.0064558466037336	-0.0037539961587878	0.0965554884014497	0.0965554884014497	-0.0025059047998194	-10
29	13	31	56	-1.493	0	420	101290	286.43	842.0	-122.0	-386.9	-332.7	1528.3	52.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	7.74728671162956	-1.32544003736804	-6.72125985711774	-0.60119204898086	11.6297029576523	-0.351413197167342	0.0362396337914594	-0.006200036652142	-0.0314401680105047	-0.0020136249069466	0.329740622918684	-0.0011770188372342	-0.0323737115890313	0.0354081631805163	0.006200036652142	-0.0314401680105047	0.0362396337914594	0.006200036652142	-0.0037905138086282	0.319526374564113	0.319526374564113	-0.0010778581143811	-10
30	13	32	26	-4.002	0	420	101290	286.43	789.9	-114.4	-952.0	-918.8	1799.3	51.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	98.43	98.43	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.9987195264536	1.9987195264536	7.26127669589634	-1.19571641649874	-70.5688017436819	-0.775829691011187	15.4197234175275	-0.357972241253726	0.0339662152844724	-0.0055932259467438	-0.330101056987372	-0.0025985539762495	0.437200264137763	-0.0011989876150324	-0.331666689579436	0.0108452122316328	0.0055932259467438	-0.330101056987372	0.0339662152844724	0.0055932259467438	-0.0042485198997856	0.427626785537597	0.427626785537597	-0.0008995543145203	-10
31	13	32	58	-4.002	0	420	101290	286.43	195.3	-210.1	-900.5	-826.0	1380.5	109.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	109.36	109.36	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79895723288979	1.79895723288979	1.79118225108098	-2.01432178260273	-72.0125535395135	-0.956457748628516	15.7444551964124	-0.732673894388161	0.0083786480672641	-0.0094224321955329	-0.336854522854094	-0.0032035472663774	0.446407486320557	-0.0024540085067834	-0.336617898435671	-0.0151512957679057	0.0094224321955329	-0.336854522854094	0.0083786480672641	0.0094224321955329	-0.0060162689804757	0.444045939492379	0.444045939492379	-0.0020281414837385	-10
32	13	33	51	7.995	0	420	101290	286.43	-143.4	-135.5	1726.8	1749.9	-211.7	77.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204																							-10
33	13	35	16	2.005	0	420	101290	286.43	328.9	-167.1	457.9	522.4	787.9	97.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	3.03634950207104	-1.47992754396494	79.225455576652	-0.626892829308194	6.82706861660584	-0.630845442714066	0.0142031911446827	-0.0069226858676439	0.370594455056059	-0.0020997067696106	0.193570022084438	-0.0021129456020521	0.370864491778713	0.0012286149546185	0.0069226858676439	0.370594455056059	0.0142031911446827	0.0069226858676439	-0.0039744812722103	0.189566810500842	0.189566810500842	-0.0022507060327087	-10
34	13	35	52	4.495	0	420	101290	286.43	758.9	-143.8	903.3	964.7	897.7	89.8	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	98.43	98.43	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.9987195264536	1.9987195264536	6.99168076249954	-1.18381108176429	136.395994820636	-0.357767306346295	3.57909852162668	-0.581418481366213	0.0327051211412415	-0.0055375361308121	0.638022198855987	-0.0011983012086925	0.101479305215785	-0.0019473955742141	0.638622924323514	-0.0173986123117655	0.0055375361308121	0.638022198855987	0.0327051211412415	0.0055375361308121	-0.0025979643091965	0.0922612697432065	0.0922612697432065	-0.0021450136430868	-10
35	13	36	27	0.005	0	420	101290	286.43	1003.2	-98.6	-64.9	-17.4	1479.5	44.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	9.24061443621795	-1.04278663673664	31.1504400612697	-0.441543192555574	9.44677670185294	-0.291154487413537	0.0432250019447356	-0.0048778633403661	0.145713019574794	-0.0014788990831296	0.267847428742197	-0.0009751890907722	0.145716791112971	0.0432122859203901	0.0048778633403661	0.145713019574794	0.0432250019447356	0.0048778633403661	-0.0028536542324512	0.255664333638892	0.255664333638892	-0.000975438115369	-10
36	13	37	36	-4.0	0	105	101290	286.43	171.8	-47.0	-247.1	-223.9	449.9	19.4	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.57055614645091	-0.527870073034165	-17.8450181289144	-0.177149712831843	3.93326833135296	-0.142841994970092	0.0295237158489322	-0.0099230365476799	-0.335455211676244	-0.0023844552548184	0.448167939689919	-0.0019226694758376	-0.336697529949965	0.0060516248953571	0.0099230365476799	-0.335455211676244	0.0295237158489322	0.0099230365476799	-0.0053027898349687	0.439846592742373	0.439846592742373	-0.0015480820297339	-10
37	13	38	16	3.994	0	105	101290	286.43	153.9	-44.1	195.1	222.1	244.7	22.4	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.43309811793192	-0.413827721984109	31.4508921277925	-0.0513937888218855	1.10726685009167	-0.139678985510486	0.0269397446968536	-0.0077792392853187	0.59122190854155	-0.0006917662346859	0.126165178952292	-0.0018800950092667	0.591662444590768	-0.0143054760396121	0.0077792392853187	0.59122190854155	0.0269397446968536	0.0077792392853187	-0.0027464104034081	0.118572131943985	0.118572131943985	-0.0020668219172123	-10
38	13	38	59	7.0	0	105	101290	286.43	243.6	-48.6	315.5	346.5	294.7	26.2	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	2.26241296953721	-0.424227730542427	47.5958272194281	-0.0180533111283391	-0.0516661888512675	-0.161859146028511	0.0425294172363698	-0.0079747413042667	0.894718524770166	-0.0002429996182251	-0.0058869945954432	-0.0021786424889915	0.893232460716829	-0.0668263497366553	0.0079747413042667	0.894718524770165	0.0425294172363698	0.0079747413042667	-0.0022066290658207	-0.017874037083985	-0.017874037083985	-0.0024313236536411	-10
39	13	39	46	-1.995	0	105	101290	286.43	130.7	-45.1	-123.5	-99.6	344.7	20.9	0	1.23194272411362	244.9532641575	19.9416621822985	227573.39632742	54.68	54.68	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	1.79477142082735	1.79477142082735	1.20333170134299	-0.484848084837717	-5.37419113576419	-0.179970400168182	3.16173703402776	-0.147657326715486	0.0226205368733522	-0.0091142982178607	-0.101025418523687	-0.0024224220267303	0.360257438091981	-0.0019874843880407	-0.101751656399725	0.0190899003726346	0.0091142982178607	-0.101025418523687	0.0226205368733522	0.0091142982178607	-0.0050574775116802	0.353881772629473	0.353881772629473	-0.001810217371927	-10
