run	hr	min	sec	AoA	AoS	dPb	pBar	temp	B1	B2	B3	B4	B5	B6	rpmWT	rho	q	V	Re	rpsM1	rpsM2	iM1	iM2	dPtQ	tM1	tM2	vM1	vM2	pInf	nu	J_M1	J_M2	FX	FY	FZ	MX	MY	MZ	CFX	CFY	CFZ	CMX	CMY	CMZ	CN	CT	CY	CL	CD	CYaw	CMroll	CMpitch	CMpitch25c	CMyaw	delta_e	T_0	thrust	F_meas	Drag_Force	CD_thrust_cor	TC_thrust_cor	CT_thrust_cor	epsilon_sb	epsilon_wb	epsilon_ss	epsilon_total	V_cor	q_cor	CL_cor1	CD_cor1	CMpitch_cor1	delta_alpha_total	delta_CL	delta_CDw	delta_CMpitch_total	AoA_cor	CL_cor2	CD_cor2	CMpitch_cor2
21	14	13	20	-0.995	0	420	101290	286.43	767.6	-155.4	356.4	417.2	-124.3	73.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	2.19	2.12	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	7.05617898239799	-1.5539034799887	44.4324401312455	-0.635117389584768	-9.01141874594084	-0.494379693133641	0.033006825719415	-0.0072687245429465	0.207842489732588	-0.0021272540058884	-0.255503587794772	-0.0016558689777585	0.207237981484307	0.0366110654396029	0.0063732245429465005	0.190945989732588	0.033006825719415	0.0072687245429465	-0.0034050903369697997	-0.258903659598261	-0.264806659598261	-0.0047826146237276	10	1.6510356209672699	1.6785459362342323	7.0571636795725	8.735709615806732	0.03305649713570724	0.020648533789324967	0.09094901526896813	0.008426426629348418	0.0011025459848665944	-0.0002016397942939773	0.009327332819921035	40.34921391936486	1002.8377591059824	0.18743317990662056	0.03244836083437407	-0.254140640900202	0.0023560179590669853	0	0.0003906705804136378	-0.0008449047539954023	-0.992643982040933	0.18743317990662056	0.03283903141478771	-0.2549855456541974
22	14	15	12	-4.0	0	420	101290	286.43	-884.3	-304.8	-53.2	37.0	-1162.0	164.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	2.18	2.11	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.14528336643401	-2.81694942486173	-29.5658659682708	-1.48374381982093	-6.7136145178895	-1.09589862735209	-0.0381013504875369	-0.0131768991346106	-0.138300826508606	-0.0049696324430509	-0.1903532223674	-0.0036705887499104	-0.135306116791306	-0.0476559154858548	0.006876899134610599	-0.157900826508606	-0.0381013504875368	0.0131768991346106	-0.007318475139162701	-0.178814243635889	-0.179614243635889	-0.0056395260033162	10	17.727808894561086	17.876858289483	-8.146420049267078	9.730438240215921	0.038709909327736276	0.21991111739574912	0.5623203726191315	0.008426426629348418	0.0019019245808070693	-0.0017640050297343273	0.00856434618042116	40.31871250507265	1001.3221702893535	-0.15523054441439593	0.03805528084964711	-0.17579029193450502	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.15523054441439593	0.038175925690047956	-0.17532076903714072
23	14	15	32	-4.0	0	420	101290	286.43	-884.7	-305.1	-53.0	36.8	-1161.8	165.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	4.43	4.34	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.1489687442232	-2.81188286512765	-29.5609682880032	-1.48489378347092	-6.70716687564013	-1.10108795143683	-0.0381185896509285	-0.0131531991895614	-0.138277916534323	-0.0049734841164914	-0.190170410340351	-0.0036879698051738	-0.135282060081321	-0.0476715145364913	0.0068531991895614	-0.157877916534323	-0.0381185896509285	0.0131531991895614	-0.0073168662432849	-0.178626572699467	-0.179426572699467	-0.005656976950105599	10	17.731494786648632	17.88056746817729	-8.150105941354623	9.730461526822667	0.038710018240750814	0.21995674563859097	0.5624370456223914	0.008426426629348418	0.0019019731416201426	-0.0017643053311969484	0.008564094439771611	40.31870244140252	1001.3216704234536	-0.15520809935455987	0.038055406918301345	-0.17560588238999256	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.15520809935455987	0.03817605175870219	-0.17513635949262826
24	14	15	50	-4.0	0	420	101290	286.43	-885.1	-304.4	-52.6	36.6	-1162.8	165.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	7.98	7.86	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15264684310623	-2.80688370351389	-29.5733291430201	-1.48929807791228	-6.71625037078629	-1.09782680890442	-0.0381357947656391	-0.0131298145140111	-0.138335737146343	-0.0049882358035765	-0.190427957532973	-0.0036770469763715	-0.135338539677104	-0.0476927111024114	0.006829814514011099	-0.157935737146343	-0.0381357947656391	0.0131298145140111	-0.007324245073207	-0.178879270579438	-0.179679270579438	-0.005645566007609499	10	17.735173398814208	17.884269318400364	-8.1537845535202	9.730484764880163	0.03871012692669727	0.22000228373067657	0.5625534881070333	0.008426426629348418	0.0019019011097114527	-0.0017646050194749356	0.008563722719584934	40.31868758138948	1001.3209323218066	-0.1552650566329456	0.03805554181808137	-0.17585443661330036	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.1552650566329456	0.038176186658482214	-0.17538491371593606
25	14	16	12	-4.0	0	420	101290	286.43	-885.8	-302.3	-51.9	36.4	-1163.0	164.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.15909520269594	-2.78571525850967	-29.5476058938864	-1.48157399451652	-6.71207708869735	-1.09128564499952	-0.0381659583827588	-0.0130307944669363	-0.138215411003368	-0.0049623648581184	-0.190309631154335	-0.0036551380862229	-0.135216402535	-0.0477144077150427	0.0067307944669363	-0.15781541100336802	-0.0381659583827588	0.0130307944669363	-0.0072690677521119	-0.178752442495779	-0.179552442495779	-0.0056275594617664	10	17.74162265827924	17.890759312138623	-8.160233812985233	9.73052549915339	0.03871031744361289	0.2200821200056954	0.5627576322378475	0.008426426629348418	0.0019021058760302044	-0.0017651303778011083	0.008563402127577514	40.318674765293984	1001.3202957424226	-0.15514686382830256	0.038055753306921354	-0.17572986490069242	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.15514686382830256	0.038176398147322196	-0.17526034200332813
26	14	16	34	-4.0	0	420	101290	286.43	-884.7	-304.7	-53.1	36.3	-1162.1	165.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	-8.14896656307965	-2.80550532805733	-29.6052083345473	-1.48465863686086	-6.71105828508854	-1.10107520126195	-0.0381185794481508	-0.0131233668603186	-0.138484859060829	-0.0049726965194638	-0.190280744695427	-0.0036879270999023	-0.135488499217944	-0.0476859399394839	0.0068233668603186	-0.158084859060829	-0.0381185794481508	0.0131233668603186	-0.0073076897375568	-0.178736909930226	-0.179536909930226	-0.0056575744695428	10	17.731492605200685	17.88056527294822	-8.150103759906676	9.730461513041545	0.03871001817629559	0.2199567186341101	0.562436976570995	0.008426426629348418	0.0019016639301811275	-0.0017643051534733329	0.008563785406056214	40.318690087365255	1001.3210567944134	-0.15541163758897236	0.038055430176030386	-0.17571446142834302	-0.0013092651842144475	0	0.00012064484040083932	0.0004695228973642988	-4.001309265184214	-0.15541163758897236	0.03817607501643123	-0.17524493853097872
27	14	17	22	4.995	0	420	101290	286.43	1510.4	-117.8	1455.8	1521.6	-14.1	58.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.28	0.27	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	13.8992998905272	-1.10453917841426	182.16699028537	-0.135437210825326	-15.6050120769356	-0.383788295681904	0.0650170255393102	-0.0051667244061027	0.852126074916564	-0.0004536316498323	-0.44245381173012	-0.0012854555752853	0.854550910698367	-0.0094234912469319	0.0061617244061027004	0.846112574916564	0.0650170255393102	0.0051667244061027	-0.0010902119929072	-0.455973553369025	-0.460779053369025	-0.0044359889594843	10	-1.182624300951911	-1.2543888329765842	13.901239552398549	12.646850719421964	0.051149165214916165	-0.015430790211662413	-0.07459245429834611	0.008426426629348418	0.0002733294533755038	0.00015772762340326342	0.008857483706127184	40.330431070842046	1001.90432007649	0.8313205374196391	0.05025495752645337	-0.44800206340540427	0.008886912536689018	0	0.005558470773196199	-0.003186985320588726	5.003886912536689	0.8313205374196391	0.05581342829964957	-0.451189048725993
28	14	18	5	2.005	0	420	101290	286.43	431.6	-181.4	1065.1	1133.9	-690.5	90.4	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.26	0.26	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	3.97673914291615	-1.73446367686702	117.85247495226	-0.720147591677829	-13.2815470041133	-0.597524808367844	0.0186020700650086	-0.0081133344890791	0.551280815162798	-0.0024120530697941	-0.376575876306318	-0.0020013418984626	0.55159413395946	-0.0006968204758435	0.0083178344890791	0.538291815162798	0.0186020700650086	0.0081133344890791	-0.0040264233871952	-0.37452242497084104	-0.381818924970841	-0.0051624624716752	10	5.782031781133943	5.965433899470124	3.977294101032635	9.94272800050276	0.03820330271068081	0.07338343311446002	0.26457777448764513	0.008426426629348418	0.0005828500064158448	-0.0006748563918300643	0.008334420243934198	40.30952090736667	1000.8656725052716	0.5294300544680377	0.037574371493755	-0.3683567579266391	0.005835281720596125	0	0.002396498551339185	-0.0020926229563150637	2.010835281720596	0.5294300544680377	0.039970870045094184	-0.37044938088295415
29	14	18	43	6.995	0	420	101290	286.43	64.9	-69.2	2172.1	2165.3	-1519.9	28.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.7	0.69	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.600409954973968	-0.690604557942096	228.578059627886	-0.8214147921198	-21.7913388331947	-0.185619758951046	0.0028085493286754	-0.0032304543779134	1.06922403700929	-0.0027512361268761	-0.617856678477045	-0.0006217124302938	1.06160760324252	-0.127425374260565	0.0069294543779134	1.06313153700929	0.0028085493286754	0.0032304543779134	-0.0040557802525165	-0.616439776441976	-0.618648276441976	-0.0043499828535098	10	15.16281242283057	16.308194558745626	0.6004937428126319	16.908688301558257	0.07287706413933887	0.20061429307357026	0.512977721953198	0.008426426629348418	0.001176716655400549	-0.0016351761641044049	0.007967967120644563	40.294871452247165	1000.1383270974167	1.046389902605255	0.07172943459230045	-0.606732408153073	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	1.046389902605255	0.07960599136254934	-0.6105261747086312
30	14	19	4	6.995	0	420	101290	286.43	64.3	-68.6	2172.0	2164.9	-1519.6	28.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.64	0.64	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.594888161581338	-0.68226764609569	228.554731926435	-0.817519686252932	-21.7816556430377	-0.184953513791825	0.0027827199282841	-0.0031914566431565	1.06911491656632	-0.0027381899094452	-0.617582127943308	-0.0006194809173372	1.06149614943188	-0.127437722422013	0.0068904566431565	1.06302241656632	0.002782719928284	0.0031914566431565	-0.0040321930864154	-0.6161579458150691	-0.618366445815069	-0.0043448954407796	10	15.168334986795275	16.31409669069863	0.5949711788479274	16.909067869546558	0.072878839404163	0.2006868978015255	0.5131633747667583	0.008426426629348418	0.0011780476872373794	-0.0016356678774298687	0.007968806439155929	40.29490500513042	1000.1399926959052	1.0462807580908131	0.07173106244256616	-0.6064540056769805	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	1.0462807580908131	0.07960761921281505	-0.6102477722325387
31	14	19	24	6.995	0	420	101290	286.43	62.4	-67.0	2172.5	2164.3	-1520.7	27.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.43	0.43	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.577412510806783	-0.674003455404189	228.521479159144	-0.82656633519803	-21.7775250392579	-0.175835164617444	0.0027009737366288	-0.0031527990775609	1.06895936944976	-0.0027684906389228	-0.617465011636182	-0.000588940036035	1.06133180481212	-0.127499917206998	0.0068517990775609	1.06286686944976	0.0027009737366288	0.0031527990775609	-0.0040551729826141004	-0.6160177891011771	-0.618226289101177	-0.0043173804363093	10	15.185813076315199	16.33277591799567	0.5774930893280039	16.910269007323674	0.07288445720574369	0.20091667921392262	0.513750933826847	0.008426426629348418	0.001180351586555893	-0.0016372237090240235	0.007969554506880288	40.294934910141066	1000.1414772115397	1.0461261079299362	0.07173648528973615	-0.6063151563484498	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	1.0461261079299362	0.07961304205998504	-0.610108922904008
32	14	19	42	6.995	0	420	101290	286.43	63.1	-67.9	2171.9	2164.4	-1520.9	27.6	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.28	0.27	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.5838591273636	-0.68342575370122	228.485896705875	-0.825165447297513	-21.7868809748832	-0.17845351424612	0.0027311292003297	-0.0031968739456364	1.06879292471577	-0.0027637985230289	-0.617730283419333	-0.0005977099025632	1.06117027137701	-0.127449716103366	0.0068958739456364	1.0627004247157699	0.0027311292003297	0.0031968739456364	-0.0040617779409422	-0.6162915602912831	-0.618500060291283	-0.0043268893966541995	10	15.179365560126282	16.325885336898892	0.58394060551692	16.90982594241581	0.07288238496158722	0.2008319151371503	0.5135341891356291	0.008426426629348418	0.0011817515846648545	-0.0016366498412060965	0.007971528372807176	40.295013818079006	1000.1453942884159	1.0459581882767013	0.07173416473612107	-0.6065822397924615	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	1.0459581882767013	0.07961072150636996	-0.6103760063480197
33	14	20	1	6.995	0	420	101290	286.43	63.5	-68.0	2171.6	2163.9	-1520.1	27.9	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	123.03	123.03	0.26	0.26	0	0	0	0	0	101290	1.4456734455218e-05	1.59907309590204	1.59907309590204	0.587539717520798	-0.681322769912416	228.456460339241	-0.826221647377322	-21.7804026162977	-0.180400734098485	0.002748345968522	-0.0031870367774494	1.06865522965081	-0.0027673361459748	-0.61754660048235	-0.0006042318956612	1.06103569791129	-0.127415858602819	0.0068860367774494	1.06256272965081	0.0027483459685219	0.0031870367774494	-0.0040617429687594	-0.61611272995152	-0.61832122995152	-0.0043333585861343	10	15.175684456338887	16.32195125964718	0.5876217093043146	16.909572968951494	0.07288120178780418	0.20078352031797478	0.5134104419005012	0.008426426629348418	0.0011829795456462146	-0.0016363221666941064	0.007973084008300525	40.295076006694394	1000.1484814051263	1.0458194344213083	0.07173277878729566	-0.606404355053388	0.010578922766306731	0	0.00787655677024888	-0.0037937665555581716	7.005578922766307	1.0458194344213083	0.07960933555754454	-0.6101981216089462
34	14	20	45	-3.995	0	420	101290	286.43	1338.2	-24.6	-387.2	-393.5	680.5	-5.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.7	0.69	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3013161065163	-0.436407762080044	-31.1672221507133	-0.598352785048413	-4.34575125394945	0.009798370259837	0.0575421057005602	-0.0020413930799528	-0.145791521481117	-0.0020041151128941	-0.123216451077459	3.28185351688194e-05	-0.149446192706176	0.047245075403282	-0.0042501069200472	-0.16538702148111697	0.0575421057005602	0.0020413930799528	-0.0009729335535805998	-0.138626864371938	-0.139434864371938	-0.0023891457609891	10	-2.7246978690151398	-2.7569591663890414	12.303032768075354	9.546073601686313	0.03784612360374434	-0.03391457050659436	-0.1951216556863479	0.008426426629348418	0.0017766716544916229	0.000355479224255076	0.010558577508095118	40.39843457721767	1005.2859079513476	-0.16194906334771855	0.037059402933066136	-0.13574517902802824	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.16194906334771855	0.03717892327183658	-0.1352778494085576
35	14	21	13	-3.995	0	420	101290	286.43	1339.3	-25.9	-386.2	-392.3	680.9	-4.5	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.47	0.46	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3114232519622	-0.444825071323136	-31.0223170684566	-0.603939467308831	-4.3512073682567	0.0032804717423622	0.0575893840914689	-0.0020807668911764	-0.145113696158398	-0.0020228270745141	-0.123371150001149	1.09875698092698e-05	-0.148773308266311	0.0473394626108486	-0.004210733108823601	-0.164709196158398	0.0575893840914689	0.0020807668911764	-0.0010041916581469	-0.138794888850443	-0.139602888850443	-0.0024087459460224	10	-2.73480642492372	-2.767194268962717	12.313141323983935	9.545947055021218	0.03784553173654247	-0.034040477016966	-0.19584603716600213	0.008426426629348418	0.001777651747620514	0.0003568615482484591	0.01056093992521739	40.39852901801079	1005.2906081388883	-0.16128457413643513	0.03705865010248229	-0.13590907528338503	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.16128457413643513	0.03717817044125273	-0.1354417456639144
36	14	21	35	-3.995	0	420	101290	286.43	1339.8	-26.4	-385.8	-392.8	680.9	-4.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.3	0.29	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3160253191118	-0.4478767188685	-31.0285005285093	-0.621678471225317	-4.35605626784585	0.0006740690779112	0.0576109112705183	-0.0020950416422759	-0.1451426206498	-0.0020822418657962	-0.123508632375103	2.25771828916505e-06	-0.14880366226114	0.0473589223292066	-0.0041964583577241005	-0.16473812064979998	0.0576109112705183	0.0020950416422759	-0.0010680838878201998	-0.138938438723711	-0.139746438723711	-0.0024130032506141	10	-2.739409134296702	-2.771854616423187	12.317744033356915	9.545889416933727	0.03784526215935892	-0.03409780600625979	-0.1961758696581357	0.008426426629348418	0.0017775711675519688	0.0003574911260187411	0.010561488922919127	40.39855096493027	1005.2917004082638	-0.16131272196218327	0.037058345865656886	-0.13604949265715108	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.16131272196218327	0.037177866204427326	-0.13558216303768045
37	14	21	55	-3.995	0	420	101290	286.43	1337.9	-26.5	-385.0	-391.9	680.1	-4.3	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.48	0.47	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.2985386377996	-0.45194139933319	-30.9438108834809	-0.624280002154733	-4.3480468470484	0.0019690389966538	0.0575291134811021	-0.0021140550771728	-0.144746466249427	-0.0020909553999897	-0.123281538750048	6.59507385889859e-06	-0.148402771658418	0.0473049231446122	-0.004177444922827201	-0.16434196624942699	0.0575291134811021	0.0021140550771728	-0.0010818200396745998	-0.138688290148907	-0.139496290148907	-0.0024077194445107	10	-2.7219200126997176	-2.754146544161271	12.30025491175993	9.54610836759866	0.037846286206237624	-0.033879971200222674	-0.19492259452048322	0.008426426629348418	0.0017783225780581315	0.00035509944634188353	0.010559848653748432	40.398485392970116	1005.2884369796379	-0.1609253272016345	0.03705946892385274	-0.1358049862770575	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.1609253272016345	0.03717898926262318	-0.13533765665758687
38	14	22	16	-3.995	0	420	101290	286.43	1339.1	-27.6	-385.7	-392.0	681.0	-3.7	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.71	0.72	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.3095833713896	-0.462086650058184	-30.9707451360456	-0.625288630430627	-4.34799577822059	-0.0019534097872495	0.0575807776463158	-0.0021615117138873	-0.144872457126714	-0.0020943336865483	-0.123280090779523	-6.54272558618651e-06	-0.148532055807142	0.0473476840615257	-0.004129988286112701	-0.164467957126714	0.0575807776463158	0.0021615117138873	-0.0010994487128463998	-0.138701403876704	-0.139509403876704	-0.0024195971414337	10	-2.7329662875939142	-2.765331091373314	12.311301186654129	9.545970095280815	0.03784563949737495	-0.0340175572477897	-0.19571417221112208	0.008426426629348418	0.0017780414675087853	0.0003566098758138164	0.01056107797267102	40.39853453664291	1005.2908827939094	-0.16104830692979102	0.03705874549795496	-0.1358174969360041	-0.0013031492260756111	0	0.00011952033877043948	0.0004673296194706167	-3.9963031492260757	-0.16104830692979102	0.0371782658367254	-0.13535016731653346
39	14	22	57	3.995	0	420	101290	286.43	1169.0	-98.2	1338.1	1380.8	-222.8	50.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.78	0.74	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	10.7602887152661	-0.900542507992106	161.23313725072	-0.289347625212894	-14.744524655956	-0.330780552274794	0.0503336118884381	-0.004212485211666	0.754203383262318	-0.0009691372097855	-0.418056141450779	-0.00110791212213	0.755877483526499	-0.0023336040174553	0.0042179852116659994	0.745492883262318	0.0503336118884381	0.004212485211666	-0.0012755112188402996	-0.426339319367271	-0.432242819367271	-0.0041507152018261	10	0.7546898328685234	0.7920250181293667	10.761790324837076	11.553815342966443	0.04583796577985814	0.009743049025828275	0.0429144618042795	0.008426426629348418	0.0003308668303744907	-9.64246149607882e-05	0.00866086884476212	40.32257112804352	1001.5138385928552	0.7327454943016575	0.045054169727501064	-0.4190492254505923	0.007927144531094707	0	0.004422695786193123	-0.002842797557698985	4.002927144531095	0.7327454943016575	0.049476865513694186	-0.4218920230082913
40	14	23	29	4.5	0	420	101290	286.43	735.1	-82.5	1535.3	1562.4	-650.2	34.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	103.61	103.61	0.54	0.5	0	0	0	0	0	101290	1.4456734455218e-05	1.89879319552965	1.89879319552965	6.76917171719442	-0.830022657393585	173.948312253356	-0.447953865223165	-16.2049061733542	-0.233387173079251	0.0316642862506158	-0.0038826131344028	0.813681404773792	-0.0015003709076084	-0.459462797579423	-0.0007817039920453	0.813657447821405	-0.0322740314055878	0.0043826131344028	0.8063314047737921	0.0316642862506158	0.0038826131344028	-0.0017753665712513	-0.463037470648559	-0.468387470648559	-0.0039274322370799995	10	5.326760489313496	5.606614607484479	6.7701163622041625	12.37673096968864	0.0497867971101594	0.06896943876679902	0.24866349041097016	0.008426426629348418	0.00040468874256418457	-0.000637288829254055	0.008193826542658546	40.30390048558276	1000.5865873199136	0.7932781774617224	0.04898082778294323	-0.4555416279682443	0.008420388516779889	0	0.0049901979698937626	-0.0030196825371963765	4.50842038851678	0.7932781774617224	0.05397102575283699	-0.4585613105054407
41	14	24	5	1.507	0	420	101290	286.43	912.6	-148.3	871.0	925.4	-226.4	86.0	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	93.74	93.74	0.36	0.33	0	0	0	0	0	101290	1.4456734455218e-05	2.09871946862415	2.09871946862415	8.40107253074764	-1.25503834429761	104.62525571288	-0.458182062404493	-11.8501053019768	-0.571764900047403	0.0392978604383864	-0.0058707172826469	0.489407594362162	-0.0015346290995329	-0.335989759854934	-0.0019150619932599	0.490271815316289	0.0264132989394271	0.0058242172826469	0.47571739436216204	0.0392978604383864	0.0058707172826469	-0.0024392407046994	-0.33986457846770296	-0.347065978467703	-0.0050462219319691	10	1.0496003497561581	1.0805659533038732	8.402244909226757	9.48281086253063	0.03610103954881041	0.013292518314062769	0.05854853731715038	0.008426426629348418	0.0006059183639207473	-0.00013097653249000932	0.008901368460779156	40.33218542277097	1001.9914865638888	0.4673600749240024	0.03546682284129739	-0.3338938973834462	0.00528026936226861	0	0.001962301202879907	-0.0018935868758503708	1.5122802693622686	0.4673600749240024	0.037429124044177295	-0.3357874842592966
42	14	24	53	1.507	0	420	101290	286.43	-334.7	-157.2	1125.1	1149.7	-1301.9	91.1	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	115.79	115.79	2.83	2.51	0	0	0	0	0	101290	1.4456734455218e-05	1.69905832100205	1.69905832100205	-3.07420352884078	-1.33931491127358	107.528776795585	-0.993146236146831	-13.7087776099463	-0.602205596678192	-0.0143802616622367	-0.006264939419776	0.502989451425108	-0.0033264312140116	-0.388689279942704	-0.002017019670552	0.502437289488842	-0.0276034472758405	0.0062184394197760005	0.489299251425108	-0.0143802616622367	0.006264939419776	-0.0043388159243459	-0.37743476050813596	-0.384636160508136	-0.0051981014234052	10	12.52647779614906	12.867606876913555	-3.0746325371661443	9.792974339747412	0.037551694840631866	0.15829010672283633	0.45695174999933963	0.008426426629348418	0.0007350694552140275	-0.0013388347577629684	0.007822661326799478	40.28906265824256	999.8499936911375	0.48173290550760156	0.03697100906985801	-0.37159824645057693	0.00528026936226861	0	0.001962301202879907	-0.0018935868758503708	1.5122802693622686	0.48173290550760156	0.038933310272737914	-0.3734918333264273
1	13	14	13	1.507	0	420	101290	286.43	1350.6	-54.1	221.7	251.1	1585.4	29.2	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	82.02	82.02	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.39860964385305	2.39860964385305	12.435989179542	-0.509402035802516	67.7222546752013	-0.194778750306927	7.32933430513595	-0.18853440075181	0.0581720685546127	-0.0023828398144082	0.316785708379318	-0.0006523894379954	0.207810919002413	-0.0006314746940077	0.318206010191247	0.0498207755005536	0.0023363398144082	0.30309550837931803	0.0581720685546127	0.0023828398144082	-0.0006083347637547	0.198616348807595	0.191414948807595	-0.0037149274601444	-10	-2.9858793758866486	-2.979899934297228	12.437724634869562	9.457824700572335	0.03598417760106478	-0.036657063208043954	-0.2109001163485733	0.008426426629348418	0.0008820662391952718	0.0003857019072864969	0.009694194775830186	40.363879718116685	1003.566897951181	0.29730333569370826	0.035296517887037686	0.19482077890083424	0.00528026936226861	0	0.001962301202879907	-0.0018935868758503708	1.5122802693622686	0.29730333569370826	0.03725881908991759	0.19292719202498387
2	13	14	50	3.993	0	420	101290	286.43	1135.5	-122.4	742.2	807.8	1221.3	71.3	0	1.23194272411362	984.38867652	39.9763412793298	456208.297709338	89.48	89.48	0.0	0.0	0	0	0	0	0	101290	1.4456734455218e-05	2.19863615320549	2.19863615320549	10.4546809731635	-1.05854748961859	125.024966837146	-0.108475449460363	4.26044902777297	-0.461149831009785	0.0489040646069354	-0.004951588188554	0.584831720009302	-0.0003633262735192	0.12079785025006	-0.0015445693054817	0.586817493994769	0.0080608315835323	0.004959288188554001	0.576117020009302	0.0489040646069354	0.004951588188554	-0.0008492209129505001	0.112918994478198	0.107014094478198	-0.0045569165664354995	-10	1.0581498531867837	1.04485901867746	10.456139934853702	11.500998953531163	0.045590940000044475	0.012853271564700156	0.06213272675105846	0.008426426629348418	0.0007344872582056344	-0.000126717024312356	0.009034196863241696	40.3374954163194	1002.2553412753116	0.5658468929943262	0.04477821493157655	0.11090604853940987	0.007925157857825577	0	0.004420479262841853	-0.002842085105706306	4.000925157857825	0.5658468929943262	0.0491986941944184	0.10806396343370356
